case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16036-69880,INDIA,H-1B,MICROSOFT CORPORATION,Irving,TX,86195,Bachelor's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16041-71482,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,87838,Bachelor's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16042-72188,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,71032,Master's,BUSINESS ADMINISTRATION (INFORMATION SYSTEMS),7/8/2016,Certified
A-16042-71891,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,55682,Master's,BUSINESS ADMINISTRATION,7/8/2016,Certified
A-16020-63002,CHINA,F-1,MICROSOFT CORPORATION,Cambridge,MA,70304,Doctorate,COMPUTER SCIENCE,7/8/2016,Certified
A-16043-72479,GREECE,H-1B,MICROSOFT CORPORATION,Los Angeles,CA,87381,Master's,INDUSTRIAL AND SYSTEMS ENGINEERING,7/8/2016,Certified
A-16054-75653,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,7/11/2016,Certified
A-16053-75296,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING,7/11/2016,Certified
A-16055-76526,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SYSTEMS ENGINEERING,7/11/2016,Certified
A-16064-80295,IRAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/12/2016,Certified
A-16064-80604,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/12/2016,Certified
A-16039-70423,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,7/12/2016,Certified
A-16078-86177,PAKISTAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,101337,Bachelor's,COMPUTER SCIENCE,7/12/2016,Certified
A-16067-80936,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,STATISTICS,7/12/2016,Certified
A-16084-88716,INDIA,H-1B,MICROSOFT CORPORATION,Washington,DC,92955,Bachelor's,COMPUTER ENGINEERING,7/13/2016,Certified
A-15352-52858,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,69243,Master's,BUSINESS ADMINISTRATION,7/13/2016,Certified
A-16019-62628,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,97115,Bachelor's,ELECTRONIC ENGINEERING,7/13/2016,Certified
A-16085-89180,INDIA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,89024,Bachelor's,COMPUTER ENGINEERING,7/13/2016,Certified
A-15352-52825,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/13/2016,Certified
A-15356-53732,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-16061-78427,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-16061-78430,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,INFORMATION TECHNOLOGY AND MANAGEMENT,7/13/2016,Certified
A-16061-78473,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/13/2016,Certified
A-16007-58587,JORDAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/13/2016,Certified
A-15351-52209,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/13/2016,Certified
A-15348-50559,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,APPLIED MATHEMATICS  AND COMPUTER SCIENCE,7/13/2016,Certified
A-15348-50586,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/13/2016,Certified
A-16019-62645,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-16084-88791,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-16084-88814,INDIA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,120349,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-16082-87488,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/13/2016,Certified
A-15355-53398,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,82618,Bachelor's,ENGINEERING PHYSICS (PHYSICS RELATED),7/13/2016,Certified
A-16086-89609,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,64688,Master's,BUSINESS ADMINISTRATION,7/14/2016,Certified
A-16083-88379,RUSSIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER ENGINEERING,7/14/2016,Certified
A-16081-87016,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/14/2016,Certified
A-16081-87047,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/14/2016,Certified
A-16104-96730,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/15/2016,Certified
A-16078-86503,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,ELECTRONIC ENGINEERING,7/18/2016,Certified
A-16078-86536,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/18/2016,Certified
A-16078-86587,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/18/2016,Certified
A-16084-88713,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER INFORMATION SYSTEMS,7/19/2016,Certified
A-16098-94561,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION SYSTEMS MANAGEMENT,7/19/2016,Certified
A-16079-86657,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,COMPUTER SCIENCE,7/19/2016,Certified
A-16080-86721,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,7/19/2016,Certified
A-16104-96900,GEORGIA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/20/2016,Certified
A-16103-96296,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/21/2016,Certified
A-16103-96301,TAIWAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/21/2016,Certified
A-16099-94777,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,7/22/2016,Certified
A-16097-93617,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/22/2016,Certified
A-16095-92368,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER AND INFORMATION SCIENCE,7/22/2016,Certified
A-16092-91881,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/22/2016,Certified
A-16104-96673,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE AND ENGINEERING,7/22/2016,Certified
A-16105-97220,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/25/2016,Certified
A-16105-97519,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL & COMPUTER ENGINEERING,7/25/2016,Certified
A-16105-97562,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/25/2016,Certified
A-16099-95128,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/25/2016,Certified
A-16005-57117,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/26/2016,Certified
A-15352-52659,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,INTEGRATED MARKETING COMMUNICATIONS (MARKETING RELATED),7/28/2016,Certified
A-14115-63905,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101899,Bachelor's,COMPUTER ENGINEERING,8/3/2016,Denied
A-16049-74532,SWEDEN,H-1B,MICROSOFT CORPORATION,Irving,TX,44928,Master's,INFORMATION SYSTEMS,8/4/2016,Certified
A-15202-00479,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/4/2016,Certified
A-16040-71155,MEXICO,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,APPLIED MATHEMATICS AND COMPUTER SCIENCE,8/4/2016,Certified
A-16033-68442,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/4/2016,Certified
A-15352-52653,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING (ENGINEERING RELATED),8/4/2016,Certified
A-16026-65097,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION MANAGEMENT,8/4/2016,Certified
A-15364-55907,SOUTH KOREA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,FINANCIAL MATHEMATICS (MATHEMATICS RELATED),8/4/2016,Certified
A-16007-58435,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/4/2016,Certified
A-16026-65285,BANGLADESH,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER AND INFORMATION SCIENCES,8/4/2016,Certified
A-16034-68868,NIGERIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),8/4/2016,Certified
A-16033-68209,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,None,,8/4/2016,Certified
A-16005-57267,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,COMPUTER SCIENCE,8/4/2016,Certified
A-16039-70359,TAIWAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,73486,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/5/2016,Certified
A-16042-72243,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER ENGINEERING,8/5/2016,Certified
A-16039-70608,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER ENGINEERING,8/5/2016,Certified
A-16040-70871,ISRAEL,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER SCIENCE,8/5/2016,Certified
A-16041-71503,ROMANIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,COMPUTER SCIENCE,8/5/2016,Certified
A-16077-85621,CHINA,F-1,MICROSOFT CORPORATION,Mountain View,CA,120349,Doctorate,APPLIED MATHEMATICS AND STATISTICS,8/5/2016,Certified
A-16039-70217,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Bachelor's,ELECTRONIC ENGINEERING,8/5/2016,Certified
A-16026-65153,MOLDOVA,F-1,MICROSOFT CORPORATION,Redmond,WA,83138,Bachelor's,INFORMATION TECHNOLOGY,8/8/2016,Certified
A-16117-02079,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,ELECTRICAL ENGINEERING,8/9/2016,Certified
A-16044-72913,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER INFORMATION SYSTEMS (INFORMATION SYSTEMS RELATED),8/12/2016,Certified
A-16114-01155,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/15/2016,Certified
A-16114-01164,SINGAPORE,H-1B1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/15/2016,Certified
A-16114-01165,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/15/2016,Certified
A-15342-47766,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,45261,Master's,BUSINESS ADMINISTRATION,8/16/2016,Certified
A-15201-99917,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,69243,Master's,BUSINESS ADMINISTRATION,8/16/2016,Certified
A-16054-76111,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Doctorate,AEROSPACE ENGINEERING (ENGINEERING RELATED),8/16/2016,Certified
A-16116-01665,NEPAL,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION MANAGEMENT,8/16/2016,Certified
A-16116-01743,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/16/2016,Certified
A-16079-86636,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,ELECTRONIC ENGINEERING,8/16/2016,Certified
A-15345-49878,INDIA,F-1,MICROSOFT CORPORATION,Mountain View,CA,100277,Master's,COMPUTER SCIENCE,8/16/2016,Certified
A-16004-56710,PAKISTAN,F-1,MICROSOFT CORPORATION,Redmond,WA,82618,Bachelor's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),8/16/2016,Certified
A-16026-65145,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,8/17/2016,Certified
A-16036-69831,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,ELECTRONIC ENGINEERING (ENGINEERING RELATED),8/17/2016,Certified
A-16039-70352,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING (ENGINEERING RELATED),8/17/2016,Certified
A-16043-72827,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER ENGINEERING,8/17/2016,Certified
A-16033-68249,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,83138,Master's,INFORMATION MANAGEMENT,8/17/2016,Certified
A-16089-90659,SOUTH KOREA,H-1B,MICROSOFT CORPORATION,Redmond,WA,90214,Master's,BUSINESS ADMINISTRATION,8/17/2016,Certified
A-16039-70604,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16042-72315,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,97115,Bachelor's,ELECTRONICS ENGINEERING (COMPUTER INFORMATION SYSTEMS),8/23/2016,Certified
A-16140-12124,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,82618,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/23/2016,Withdrawn
A-16020-63151,CROATIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,MATHEMATICS,8/25/2016,Certified
A-16104-96708,VIETNAM,F-1,MICROSOFT CORPORATION,Redmond,WA,45261,Master's,BUSINESS ADMINISTRATION,8/26/2016,Certified
A-16102-95349,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101941,Master's,BUSINESS ADMINISTRATION,8/26/2016,Certified
A-15345-49561,MEXICO,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/26/2016,Certified
A-15338-46618,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER SCIENCE,8/26/2016,Certified
A-16169-23191,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER SCIENCE & ENGINEERING,8/26/2016,Certified
A-16141-12732,INDIA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,120349,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/26/2016,Certified
A-16097-93739,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,"COMMUNICATION, PLANNING, AND INFORMATION DESIGN",8/26/2016,Certified
A-16097-93784,CHINA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,98342,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/26/2016,Certified
A-16145-13782,ARGENTINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Other,COMPUTER SCIENCE,8/26/2016,Certified
A-16140-12247,RUSSIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,PHYSICS,8/26/2016,Certified
A-16132-08435,RUSSIA,J-2,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER MATHEMATICS,8/26/2016,Certified
A-16132-08585,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/26/2016,Certified
A-16141-12902,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,86362,Bachelor's,ELECTRONIC ENGINEERING,8/26/2016,Certified
A-16165-21148,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,45469,Master's,INDUSTRIAL AND LABOR RELATIONS,8/29/2016,Certified
A-16165-21259,INDIA,H-1B,MICROSOFT CORPORATION,Chicago,IL,51106,Master's,MARKETING COMMUNICATION,8/29/2016,Certified
A-16166-21489,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84115,Master's,BUSINESS ADMINISTRATION,8/29/2016,Certified
A-16144-13190,INDIA,H-1B,MICROSOFT CORPORATION,Canbridge,MA,73715,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16109-98390,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101941,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16139-11700,SINGAPORE,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE AND ECONOMICS,8/29/2016,Certified
A-16139-11703,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ELECTRICAL AND COMPUTER ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16125-05732,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,ENGINEERING,8/29/2016,Certified
A-16141-12807,UKRAINE,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16134-09746,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16147-14904,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER INFORMATION SYSTEMS,8/29/2016,Certified
A-16147-14954,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER APPLICATIONS,8/29/2016,Certified
A-16147-15081,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,BUSINESS ADMINISTRATION,8/29/2016,Certified
A-16109-98682,BRAZIL,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,8/29/2016,Certified
A-16146-14393,UKRAINE,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER INFORMATION SYSTEMS,8/29/2016,Certified
A-16137-10409,IRAN,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,ELECTRICAL AND COMPUTER ENGINEERING,8/29/2016,Certified
A-16140-12026,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16140-12093,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,INFORMATION TECHNOLOGY (INFORMATION SYSTEMS RELATED),8/29/2016,Certified
A-16140-12338,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,INFORMATION SYSTEMS AND ELECTRONIC ENGINEERING (INFO. SYS. & ENG. RELATED),8/29/2016,Certified
A-16148-15517,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16126-05958,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,MECHANICAL ENGINEERING,8/29/2016,Certified
A-16126-06059,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Master's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16124-04958,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16165-21056,COLOMBIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16133-09424,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,INFORMATION TECHNOLOGY,8/29/2016,Certified
A-16146-14335,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16146-14368,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16140-12431,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16126-06222,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16106-98094,PAKISTAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16106-98136,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,INFORMATION TECHNOLOGY (INFORMATION SYSTEMS RELATED),8/29/2016,Certified
A-16124-05119,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE AND SYSTEMS,8/29/2016,Certified
A-16124-05126,SRI LANKA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,8/29/2016,Certified
A-16148-15689,SPAIN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,8/29/2016,Certified
A-16138-11083,INDIA,H-4,MICROSOFT CORPORATION,Redmond,WA,83138,Master's,COMPUTER SCIENCE AND SOFTWARE ENGINEERING,8/29/2016,Certified
A-16105-97407,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,55682,Master's,BUSINESS ADMINISTRATION,8/29/2016,Certified
A-16147-14850,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,71032,Bachelor's,COMPUTER ENGINEERING,8/29/2016,Certified
A-16134-10024,IRAN,F-1,MICROSOFT CORPORATION,Redmond,WA,83699,Doctorate,COMPUTER SCIENCE,8/29/2016,Certified
A-16146-14273,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,63045,Master's,COMPUTER INFORMATION SYSTEMS,8/29/2016,Certified
A-16113-01084,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59883,Master's,MECHANICAL ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16105-97554,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,105331,Doctorate,OPTICS AND PHOTONICS,8/29/2016,Certified
A-16130-07183,INDIA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,117499,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16109-98464,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,121763,Bachelor's,ELECTRONIC ENGINEERING (ENGINEERING RELATED),8/29/2016,Certified
A-16119-03442,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,102731,Master's,INDUSTRIAL ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
A-16113-00952,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,64688,Master's,BUSINESS ADMINISTRATION,8/30/2016,Certified
A-16119-03267,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,85176,Bachelor's,ELECTICAL AND COMPUTER ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
A-16104-96850,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,118706,Bachelor's,COMPUTER ENGINEERING AND ELECTRICAL ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
A-16126-06137,SOUTH KOREA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,INFORMATION SCIENCES AND TECHNOLOGY,8/30/2016,Certified
A-16126-06252,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101941,Master's,COMPUTER SCIENCE AND ENGINEERING,8/30/2016,Certified
A-16119-03544,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,118706,Master's,COMPUTER INFORMATION SYSTEMS,8/30/2016,Certified
A-16130-07514,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
A-16097-93687,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,BUSINESS ADMINISTRATION,8/30/2016,Certified
A-16139-11679,SINGAPORE,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,8/30/2016,Certified
A-16123-04734,UNITED KINGDOM,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,GRAPHIC DESIGN,8/30/2016,Certified
A-16127-06859,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,ELECTRICAL AND COMPUTER ENGINEERING,8/30/2016,Certified
A-16119-03212,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,8/30/2016,Certified
A-16097-93913,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,COMPUTER ENGINEERING & ECONOMICS (ENGINEERING RELATED),8/30/2016,Certified
A-16113-01082,UKRAINE,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER INFORMATION SYSTEMS (INFORMATION SYSTEMS RELATED),8/30/2016,Certified
A-16147-15130,NIGERIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,8/30/2016,Certified
A-16104-96941,NEPAL,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,8/30/2016,Certified
A-16105-97275,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
A-16105-97319,BELGIUM,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),8/30/2016,Certified
